assembly_accession	tax_id	tax_name	superkingdom	kingdom	phylum	class	order	family	genus	species
GCA_003209855.1	2162305	Prochlorococcus sp. AG-432-D09	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003209975.1	2162303	Prochlorococcus sp. AG-429-P21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003209995.1	2162299	Prochlorococcus sp. AG-429-A02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210135.1	2162298	Prochlorococcus sp. AG-424-P23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210155.1	2162295	Prochlorococcus sp. AG-424-E18	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210175.1	2162294	Prochlorococcus sp. AG-424-A14	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210195.1	2162220	Prochlorococcus sp. AG-686-P21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210215.1	2162388	Prochlorococcus sp. AG-686-P08	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210235.1	2162387	Prochlorococcus sp. AG-686-O05	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210255.1	2162385	Prochlorococcus sp. AG-686-L16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210275.1	2162386	Prochlorococcus sp. AG-686-M10	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210285.1	2162217	Prochlorococcus sp. AG-686-J21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210315.1	2161976	Synechococcus sp. AG-686-F08	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210335.1	2161975	Synechococcus sp. AG-686-D09	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210345.1	2161973	Synechococcus sp. AG-686-C21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210375.1	2161961	Synechococcus sp. AG-686-B21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210385.1	2161972	Synechococcus sp. AG-686-A05	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210415.1	2162215	Prochlorococcus sp. AG-683-O20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210435.1	2162214	Prochlorococcus sp. AG-683-O15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210455.1	2162212	Prochlorococcus sp. AG-683-K15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210475.1	2161971	Synechococcus sp. AG-683-G11	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210495.1	2161959	Synechococcus sp. AG-683-F20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210515.1	2161970	Synechococcus sp. AG-683-B21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210535.1	2161957	Synechococcus sp. AG-683-A22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210555.1	2161956	Synechococcus sp. AG-683-A03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210565.1	2161955	Synechococcus sp. AG-683-A02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210595.1	2162384	Prochlorococcus sp. AG-679-O20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210615.1	2162383	Prochlorococcus sp. AG-679-N22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210625.1	2162382	Prochlorococcus sp. AG-679-N02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210655.1	2162380	Prochlorococcus sp. AG-679-M10	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210675.1	2162378	Prochlorococcus sp. AG-679-I23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210695.1	2162210	Prochlorococcus sp. AG-679-P15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210705.1	2161968	Synechococcus sp. AG-679-E23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210735.1	2161954	Synechococcus sp. AG-679-D13	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210755.1	2161967	Synechococcus sp. AG-679-C18	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210775.1	2161965	Synechococcus sp. AG-679-A04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210795.1	2161966	Synechococcus sp. AG-679-B05	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210815.1	2161964	Synechococcus sp. AG-679-A02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210825.1	2162376	Prochlorococcus sp. AG-676-P15-1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210835.1	2162375	Prochlorococcus sp. AG-676-P03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210875.1	2162373	Prochlorococcus sp. AG-676-M23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210895.1	2162372	Prochlorococcus sp. AG-676-M04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210915.1	2162546	Prochlorococcus sp. AG-676-L21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210935.1	2161951	Synechococcus sp. AG-676-E23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210945.1	2162371	Prochlorococcus sp. AG-676-J23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003210975.1	2161928	Synechococcus sp. AG-676-E04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003210995.1	2161950	Synechococcus sp. AG-676-C06	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211015.1	2161963	Synechococcus sp. AG-676-A21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211035.1	2161949	Synechococcus sp. AG-676-A03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211055.1	2162370	Prochlorococcus sp. AG-673-O13	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211075.1	2162369	Prochlorococcus sp. AG-673-O02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211095.1	2162367	Prochlorococcus sp. AG-673-L23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211115.1	2162368	Prochlorococcus sp. AG-673-M19	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211135.1	2162366	Prochlorococcus sp. AG-673-L20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211155.1	2162544	Prochlorococcus sp. AG-673-K22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211165.1	2162365	Prochlorococcus sp. AG-673-K21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211195.1	2162364	Prochlorococcus sp. AG-673-I19	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211205.1	2161948	Synechococcus sp. AG-673-F03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211235.1	2161962	Synechococcus sp. AG-673-B04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211255.1	2161946	Synechococcus sp. AG-673-A10	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211275.1	2161945	Synechococcus sp. AG-673-A03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211285.1	2162363	Prochlorococcus sp. AG-670-O19	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211315.1	2162543	Prochlorococcus sp. AG-670-O17	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211335.1	2162361	Prochlorococcus sp. AG-670-O11	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211345.1	2162360	Prochlorococcus sp. AG-670-O09	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211375.1	2162359	Prochlorococcus sp. AG-670-O07	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211395.1	2162357	Prochlorococcus sp. AG-670-M18	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211415.1	2162356	Prochlorococcus sp. AG-670-M15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211435.1	2162354	Prochlorococcus sp. AG-670-L08	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211455.1	2161944	Synechococcus sp. AG-670-G20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211475.1	2162353	Prochlorococcus sp. AG-670-K23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211485.1	2162352	Prochlorococcus sp. AG-670-J21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211515.1	2161942	Synechococcus sp. AG-670-F04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211535.1	2161938	Synechococcus sp. AG-670-A05	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211565.1	2161937	Synechococcus sp. AG-670-A04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003211615.1	2162542	Prochlorococcus sp. AG-469-N22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211635.1	2162541	Prochlorococcus sp. AG-469-M13	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211655.1	2162350	Prochlorococcus sp. AG-469-F22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211675.1	2162540	Prochlorococcus sp. AG-469-F15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211715.1	2162345	Prochlorococcus sp. AG-463-J16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211725.1	2162344	Prochlorococcus sp. AG-463-I04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211755.1	2162343	Prochlorococcus sp. AG-463-F15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211775.1	2162342	Prochlorococcus sp. AG-463-F02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211795.1	2162341	Prochlorococcus sp. AG-463-D18	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211815.1	2162339	Prochlorococcus sp. AG-463-A20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211855.1	2162539	Prochlorococcus sp. AG-459-P20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211875.1	2162338	Prochlorococcus sp. AG-459-P16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211895.1	2162537	Prochlorococcus sp. AG-459-P07	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211915.1	2162538	Prochlorococcus sp. AG-459-P19	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211925.1	2162337	Prochlorococcus sp. AG-459-P02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211955.1	2162336	Prochlorococcus sp. AG-459-O09	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211975.1	2162536	Prochlorococcus sp. AG-459-O03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003211995.1	2162533	Prochlorococcus sp. AG-459-J20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212005.1	2162534	Prochlorococcus sp. AG-459-M13	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212035.1	2162530	Prochlorococcus sp. AG-459-D04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212055.1	2162335	Prochlorococcus sp. AG-459-A02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212065.1	2162334	Prochlorococcus sp. AG-459-A01	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212095.1	2162332	Prochlorococcus sp. AG-455-G08	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212115.1	2162331	Prochlorococcus sp. AG-455-E15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212125.1	2162330	Prochlorococcus sp. AG-455-E04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212155.1	2161935	Synechococcus sp. AG-450-D21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003212175.1	2162328	Prochlorococcus sp. AG-449-P16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212195.1	2162327	Prochlorococcus sp. AG-449-O05	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212215.1	2162526	Prochlorococcus sp. AG-449-K21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212235.1	2162522	Prochlorococcus sp. AG-449-D16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212245.1	2162326	Prochlorococcus sp. AG-449-C14	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212375.1	2162325	Prochlorococcus sp. AG-442-N17	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212395.1	2162520	Prochlorococcus sp. AG-442-B03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212455.1	2162322	Prochlorococcus sp. AG-436-P23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212475.1	2162320	Prochlorococcus sp. AG-436-O17	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212495.1	2162321	Prochlorococcus sp. AG-436-O20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212515.1	2162316	Prochlorococcus sp. AG-436-M02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212535.1	2162319	Prochlorococcus sp. AG-436-O11	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212555.1	2162209	Prochlorococcus sp. AG-436-K22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212575.1	2162208	Prochlorococcus sp. AG-436-J08	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212595.1	2162206	Prochlorococcus sp. AG-436-F13	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212615.1	2162315	Prochlorococcus sp. AG-436-E22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212625.1	2162207	Prochlorococcus sp. AG-436-J02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212655.1	2162314	Prochlorococcus sp. AG-436-D21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212675.1	2162313	Prochlorococcus sp. AG-436-D07	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212695.1	2162311	Prochlorococcus sp. AG-436-C13	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212715.1	2162307	Prochlorococcus sp. AG-436-A02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212725.1	2162309	Prochlorococcus sp. AG-436-B23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212755.1	2162308	Prochlorococcus sp. AG-436-A04	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212835.1	2162519	Prochlorococcus sp. AG-432-K17	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212855.1	2162516	Prochlorococcus sp. AG-432-E11	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212875.1	2162518	Prochlorococcus sp. AG-432-K16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212885.1	2162205	Prochlorococcus sp. AG-432-D11	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212915.1	2162304	Prochlorococcus sp. AG-432-B15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003212955.1	2162515	Prochlorococcus sp. AG-432-A07	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213035.1	2162302	Prochlorococcus sp. AG-429-J03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213045.1	2162301	Prochlorococcus sp. AG-429-E20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213055.1	2162300	Prochlorococcus sp. AG-429-C19	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213235.1	2162297	Prochlorococcus sp. AG-424-P18	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213255.1	2162514	Prochlorococcus sp. AG-424-P16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213275.1	2162513	Prochlorococcus sp. AG-424-M03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213295.1	2162512	Prochlorococcus sp. AG-424-L22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213315.1	2162296	Prochlorococcus sp. AG-424-G03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213335.1	2162511	Prochlorococcus sp. AG-424-J22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213355.1	2162510	Prochlorococcus sp. AG-424-E20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213375.1	2162293	Prochlorococcus sp. AG-424-A03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213755.1	2161934	Synechococcus sp. AG-420-M02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_003213795.1	2162291	Prochlorococcus sp. AG-418-P06	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213815.1	2162292	Prochlorococcus sp. AG-418-P13	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213855.1	2162290	Prochlorococcus sp. AG-418-O03	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213875.1	2162289	Prochlorococcus sp. AG-418-O02	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213935.1	2162288	Prochlorococcus sp. AG-418-M21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213955.1	2162287	Prochlorococcus sp. AG-418-M08	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_003213975.1	2162286	Prochlorococcus sp. AG-418-M05	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
